"co_prod"|"cod_parent"|"Nombre"|"presentacion"|"cont_rec"|"tipo_cont"|"dosis"|"cant_comp"|"cod_isp"|"vigencia"|"droga"|"grupo"|"temp"
7212|7211||"30 comp."|1|6|1|1|"'NULL'"|1|"(Atorvastatina)"||1
7213|0|"HIPOVER comp. 0.5 mg"||1|6|0|0|"'NULL'"|1|"(Repaglinida)"|481|1
7214|7213||"30 comp."|1|6|1|1|"'NULL'"|1|"(Repaglinida)"||1
7215|7213||"90 comp."|1|6|1|1|"'NULL'"|1|"(Repaglinida)"||1
7216|0|"HIPOVER comp. 1 mg"||1|6|0|0|"'NULL'"|1|"(Repaglinida)"|481|1
7217|7216||"30 comp."|1|6|1|1|"'NULL'"|1|"(Repaglinida)"||1
7218|0|"HIPREX 50 mg comp."||1|6|0|0|"'NULL'"|1|"(Clortalidona)"|192|1
7219|7218||"15 comp."|1|6|1|1|"'NULL'"|1|"(Clortalidona)"||1
7220|0|"HISTAFED 4 mg comp."||1|6|0|0|"'NULL'"|1|"(Clorfenamina)"|179|1
7221|7220||"20 comp."|1|6|1|1|"'NULL'"|1|"(Clorfenamina)"||1
7222|0|"HISTAFED 2.5 mg/5 mL jarabe"||1|6|0|0|"'NULL'"|1|"(Clorfenamina)"|179|1
7223|7222||"120 ml"|1|6|35|6|"'NULL'"|1|"(Clorfenamina)"||1
7224|0|"HIPOVER 2 mg comp."||1|6|0|0|"'NULL'"|1|"(Repaglinida)"|481|1
7225|7224||"30 comp."|1|6|1|1|"'NULL'"|1|"(Repaglinida)"||1
7226|7224||"90 comp."|1|6|1|1|"'NULL'"|1|"(Repaglinida)"||1
7227|0|"HISTAX comp. 10 mg"||1|6|0|0|"'NULL'"|1|"(Cetirizina)"|139|9
7228|7227||"30 comp."|1|6|1|1|"'NULL'"|1|"(Cetirizina)"||9
7229|0|"HISTAX jarabe 5 mg/5 mL"||1|6|0|0|"'NULL'"|1|"(Cetirizina)"|139|2
7230|7229||"100 ml"|1|6|35|6|"'NULL'"|1|"(Cetirizina)"||2
7231|0|"HISTAX �10 mg/mL gotas orales"||1|6|0|0|"'NULL'"|1|"(Cetirizina)"|139|2
7232|7231||"30 ml"|1|6|55|6|"'NULL'"|1|"(Cetirizina)"||2
7233|0|"HOFSAMED enema"||1|6|0|0|"'NULL'"|1|"(Fosfato Dis�dico//Fosfato de Sodio)"|246|2
7234|7233||"1 envase"|1|6|260|48|"'NULL'"|1|"(Fosfato Disodico//Sodio Fosfato)"||2
7235|0|"HOLMES H 20/12,5"||1|6|1|1|"'NULL'"|1|"(Hidroclorotiazida//Olmesartan Medoxomilo)"|281|2
7236|7235||"30 comp."|1|6|1|1|"'NULL'"|1|"(Hidroclorotiazida//Olmesartan Medoxomilo)"||2
7237|0|"HOLMES H 40 / 25"||1|6|0|0|"'NULL'"|1|"(Hidroclorotiazida//Olmesartan Medoxomilo)"|281|2
7238|7237||"30 comp."|1|6|1|1|"'NULL'"|1|"(Hidroclorotiazida//Olmesartan Medoxomilo)"||2
7239|0|"HOLMES H 40/12,5"||1|6|0|0|"'NULL'"|1|"(Hidroclorotiazida//Olmesartan Medoxomilo)"|281|2
7240|7239||"30 comp."|1|6|1|1|"'NULL'"|1|"(Hidroclorotiazida//Olmesartan Medoxomilo)"||2
7241|0|"HIZENTRA 200 mg/mL �sol.inyect."||1|7|0|0|"'NULL'"|1|"(Inmunoglobulina Humana Normal)"|306|1
7242|7241||"1 fco amp"|1|7|105|29|"'NULL'"|1|"(Inmunoglobulina Humana Normal)"||1
7243|0|"HORMOGEL PUMP gel transd�rmico"||1|6|0|0|"'NULL'"|1|"(Estradiol)"|195|1
7244|7243||"30 gr"|1|6|410|48|"'NULL'"|1|"(Estradiol)"||1
7245|7243||"40 gr"|1|6|410|48|"'NULL'"|1|"(Estradiol)"||1
7246|0|"HUMIRA 20 mg/0,2 mL sol.inyect."||1|6|0|0|"'NULL'"|1|"(Adalimumab)"|31|5
7247|7246||"2 jeringas prellenadas"|1|6|165|48|"'NULL'"|1|"(Adalimumab)"||5
7248|0|"HUMIRA 40 mg/0.4 mL sol.inyect."||1|6|0|0|"'NULL'"|1|"(Adalimumab)"|31|4
7249|7248||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Adalimumab)"||4
7250|0|"HUMIRA 80 mg/0.8 mL sol.inyect."||1|6|0|0|"'NULL'"|1|"(Adalimumab)"|31|5
7251|7250||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Adalimumab)"||5
7252|0|"HUMALOG 100 U.I./Ml sol.inyect."||1|6|0|0|"'NULL'"|1|"(Insulina)"|308|5
7253|7252||"5 plumas"|1|6|165|48|"'NULL'"|1|"(Insulina)"||5
7254|0|"HUMALOG MIX 25 100 U.I./mL susp. inyect."||1|6|0|0|"'NULL'"|1|"(Insulina)"|308|5
7255|7254||"5 plumas"|1|6|165|48|"'NULL'"|1|"(Insulina)"||5
7256|0|"HYALGAN"||1|6|0|0|"'NULL'"|1|"(Acido Hialur�nico)"|22|1
7257|7256||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Acido Hialur�nico)"||1
7258|7256||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Acido Hialur�nico)"||1
7259|0|"HUMULIN N ��100 U.I./mL"||1|6|0|0|"'NULL'"|1|"(Insulina)"|308|5
7260|7259||"1 fco amp 10ml"|1|6|105|29|"'NULL'"|1|"(Insulina)"||5
7261|0|"HUMULIN R �100 U.I./mL"||1|6|0|0|"'NULL'"|1|"(Insulina)"|308|5
7262|7261||"1 fco amp 10ml"|1|6|105|29|"'NULL'"|1|"(Insulina)"||5
7263|0|"HUMULIN 70/30 ��100 U.I./mL"||1|6|0|0|"'NULL'"|1|"(Insulina)"|308|5
7264|7263||"1 fco amp 10ml"|1|6|105|29|"'NULL'"|1|"(Insulina)"||5
7265|0|"HYCAMTIN ��4 mg"||1|6|0|0|"'NULL'"|1|"(Topotecan)"|0|2
7266|7265||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Topotecan)"||2
7267|0|"HYLASE DESSAU 150 UI sol.inyect."||1|6|0|0|"'NULL'"|1|"(Hialuronidasa Testicular Bov�na)"|0|5
7268|7267||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Hialuronidasa Testicular Bov�na)"||5
7269|0|"HYLASE DESSAU 1500 UI sol.inyect."||1|6|0|0|"'NULL'"|1|"(Hialuronidasa Testicular Bov�na)"|0|5
7270|7269||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Hialuronidasa Testicular Bov�na)"||5
7271|0|"HYALGAN 20 mg/2 mL sol.inyect."||1|6|0|0|"'NULL'"|1|"(Acido Hialur�nico)"|22|1
7272|7271||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Acido Hialur�nico)"||1
7273|0|"HYPER RHO (D)"||1|6|0|0|"'NULL'"|1|"(Inmunoglobulina Humana Anti Rho (D))"|303|5
7274|7273||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Inmunoglobulina Humana Anti Rho (D))"||5
7275|0|"HYPERCRIT �1.000 U.I. sol.inyect."||1|6|0|0|"'NULL'"|1|"(Epoetina Alfa)"|186|2
7276|7275||"1 vial"|1|6|105|11|"'NULL'"|1|"(Epoetina Alfa)"||2
7277|0|"HYPERCRIT �2.000 U.I. sol.inyect."||1|6|0|0|"'NULL'"|1|"(Epoetina Alfa)"|186|2
7278|7277||"1 vial"|1|6|105|11|"'NULL'"|1|"(Epoetina Alfa)"||2
7279|0|"HYPERCRIT �3.000 U.I. sol.inyect."||1|6|0|0|"'NULL'"|1|"(Epoetina Alfa)"|186|1
7280|7279||"1 vial"|1|6|105|11|"'NULL'"|1|"(Epoetina Alfa)"||1
7281|0|"HYPERCRIT �4.000 U.I. sol.inyect."||1|6|0|0|"'NULL'"|1|"(Epoetina Alfa)"|186|2
7282|7281||"1 vial"|1|6|105|11|"'NULL'"|1|"(Epoetina Alfa)"||2
7283|0|"HYPERCRIT �10.000 U.I. sol.inyect."||1|6|0|0|"'NULL'"|1|"(Epoetina Alfa)"|186|1
7284|7283||"1 vial"|1|6|105|11|"'NULL'"|1|"(Epoetina Alfa)"||1
7285|0|"HYPERCRIT �20.000 U.I. sol.inyect."||1|6|0|0|"'NULL'"|1|"(Epoetina Alfa)"|186|1
7286|7285||"1 vial"|1|6|105|11|"'NULL'"|1|"(Epoetina Alfa)"||1
7287|0|"HYPERCRIT �40.000 U.I. sol.inyect."||1|6|0|0|"'NULL'"|1|"(Epoetina Alfa)"|186|1
7288|7287||"1 vial"|1|6|105|11|"'NULL'"|1|"(Epoetina Alfa)"||1
7289|0|"HOLOXAN 1 gr sol.inyect."||1|6|0|0|"'NULL'"|1|"(Ifosfamida)"|297|1
7290|7289||"1 vial"|1|6|105|11|"'NULL'"|1|"(Ifosfamida)"||1
7291|0|"HOLOXAN 2 gr sol.inyect."||1|6|0|0|"'NULL'"|1|"(Ifosfamida)"|297|1
7292|7291||"1 vial"|1|6|105|11|"'NULL'"|1|"(Ifosfamida)"||1
7293|0|"HORMUS �1000mg/4mL sol.inyect."||1|6|0|0|"'NULL'"|1|"(Testosterona Undecanoato)"|530|2
7294|7293||"1 amp 4 ml"|1|6|90|17|"'NULL'"|1|"(Testosterona Undecanoato)"||2
7295|0|"HYPERRAB �300 U.I./2 mL sol.inyect."||1|6|0|0|"'NULL'"|1|"(Inmunoglobulina Antirrabica Humana)"|0|5
7296|7295||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Inmunoglobulina Antirrabica Humana)"||5
7297|0|"HYPERTET �250 U.I. sol.inyect."||1|6|0|0|"'NULL'"|1|"(Inmunoglobulina Humana Antitet�nica)"|305|5
7298|7297||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Inmunoglobulina Humana Antitet�nica)"||5
7299|0|"HYPERHEP-B �217 U.I./mL sol.inyect."||1|6|0|0|"'NULL'"|1|"(Inmunoglobulina Humana Antihepatitis B)"|304|5
7300|7299||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Inmunoglobulina Humana Antihepatitis B)"||5
7301|0|"HYPERHEP-B �1085 U.I./5 mL sol.inyect."||1|6|0|0|"'NULL'"|1|"(Inmunoglobulina Humana Antihepatitis B)"|304|5
7302|7301||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Inmunoglobulina Humana Antihepatitis B)"||5
7303|0|"HYSTICLAR 5 mg/ 5 mL jarabe"||1|6|0|0|"'NULL'"|1|"(Loratadina)"|347|2
7304|7303||"100 ml"|1|6|35|6|"'NULL'"|1|"(Loratadina)"||2
7305|0|"HYZAAR FORTE �100/25 mg"||1|6|0|0|"'NULL'"|1|"(Hidroclorotiazida//Losartan)"|280|1
7306|7305||"30 comp."|1|6|1|1|"'NULL'"|1|"(Hidroclorotiazida//Losartan)"||1
7307|0|"HYZAAR �50/12.5 mg"||1|6|0|0|"'NULL'"|1|"(Hidroclorotiazida//Losartan)"|280|2
7308|7307||"30 comp."|1|6|1|1|"'NULL'"|1|"(Hidroclorotiazida//Losartan)"||2
7309|0|"HISTAPLUS sol. oral 5 mg/5 mL"||1|6|0|0|"'NULL'"|1|"(Loratadina)"|347|9
7310|7309||"100 �ml"|1|6|35|6|"'NULL'"|1|"(Loratadina)"||9
7311|0|"IBAMES comp. 150 mg"||1|6|0|0|"'NULL'"|1|"(Acido Ibandr�nico)"|23|2
7312|7311||"1 comp."|1|6|1|1|"'NULL'"|1|"(Acido Ibandr�nico)"||2
7313|0|"IBAMES CD BITERAPIA"||1|6|0|0|"'NULL'"|1|"(Acido Ibandronico//Calcio Carbonato//Colecalciferol)"|24|2
7314|7313||"1 set 1 comp+30 c�ps"|1|6|470|48|"'NULL'"|1|"(Acido Ibandronico//Calcio Carbonato//Colecalciferol)"||2
7315|0|"IBANOX 150 mg"||1|6|0|0|"'NULL'"|1|"(Acido Ibandr�nico)"|23|1
7316|7315||"1 comp."|1|6|1|1|"'NULL'"|1|"(Acido Ibandr�nico)"||1
7317|0|"IBANVITAE 150 mg"||1|6|0|0|"'NULL'"|1|"(Acido Ibandr�nico)"|23|1
7318|7317||"1 comp."|1|6|1|1|"'NULL'"|1|"(Acido Ibandr�nico)"||1
7319|0|"IBRANCE 75 mg"||1|6|0|0|"'NULL'"|1|"(Palbociclib)"|0|2
7320|7319||"21 c�ps"|1|6|17|1|"'NULL'"|1|"(Palbociclib)"||2
7321|0|"IBRANCE 100 mg"||1|6|0|0|"'NULL'"|1|"(Palbociclib)"|0|2
7322|7321||"21 c�ps"|1|6|17|1|"'NULL'"|1|"(Palbociclib)"||2
7323|0|"IBRANCE 125 mg"||1|6|0|0|"'NULL'"|1|"(Palbociclib)"|0|2
7324|7323||"21 c�ps"|1|6|17|1|"'NULL'"|1|"(Palbociclib)"||2
7325|0|"IBUCON 400 mg"||1|6|0|0|"'NULL'"|1|"(Ibuprofeno)"|293|1
7326|7325||"20 comp."|1|6|1|1|"'NULL'"|1|"(Ibuprofeno)"||1
7327|0|"IBUCON 600 mg"||1|6|0|0|"'NULL'"|1|"(Ibuprofeno)"|293|1
7328|7327||"20 comp."|1|6|1|1|"'NULL'"|1|"(Ibuprofeno)"||1
7329|0|"IBUFAS-T 400 mg comp."||1|6|0|0|"'NULL'"|1|"(Ibuprofeno)"|293|2
7330|7329||"20 comp."|1|6|1|1|"'NULL'"|1|"(Ibuprofeno)"||2
7331|0|"BRUTIB c�ps. 140 mg"||1|6|0|0|"'NULL'"|1|"(Ibrutinib)"|292|2
7332|7331||"120 c�ps"|1|6|17|1|"'NULL'"|1|"(Ibrutinib)"||2
7333|0|"IBUFAS-T FORTE 200 mg/ 5 ml susp."||1|7|0|0|"'NULL'"|1|"(Ibuprofeno)"|293|1
7334|7333||"120 ml"|1|7|35|6|"'NULL'"|1|"(Ibuprofeno)"||1
7335|0|"IBUFAS-T 100 mg/ 5 ml jarabe"||1|7|0|0|"'NULL'"|1|"(Ibuprofeno)"|293|1
7336|7335||"100 ml"|1|7|35|6|"'NULL'"|1|"(Ibuprofeno)"||1
7337|0|"IBUPIRAC COMPUESTO"||1|6|0|0|"'NULL'"|1|"(Ibuprofeno//Paracetamol)"|294|1
7338|7337||"10 comp."|1|6|1|1|"'NULL'"|1|"(Ibuprofeno//Paracetamol)"||1
7339|0|"IBUPIRAC FLU"||1|6|0|0|"'NULL'"|1|"(Ibuprofeno//Pseudoefedrina)"|295|6
7340|7339||"10 comp."|1|6|1|1|"'NULL'"|1|"(Ibuprofeno//Pseudoefedrina)"||6
7341|0|"IBUPIRAC FLU FORTE comp."||1|6|0|0|"'NULL'"|1|"(Ibuprofeno//Pseudoefedrina)"|295|1
7342|7341||"10 comp."|1|6|1|1|"'NULL'"|1|"(Ibuprofeno//Pseudoefedrina)"||1
7343|0|"IBUPIRAC FLU"||1|6|0|0|"'NULL'"|1|"(Ibuprofeno//Pseudoefedrina)"|295|1
7344|7343||"120 ml"|1|6|35|6|"'NULL'"|1|"(Ibuprofeno//Pseudoefedrina)"||1
7345|0|"IBUPIRAC FLU FORTE susp. oral"||1|6|0|0|"'NULL'"|1|"(Ibuprofeno//Pseudoefedrina)"|295|1
7346|7345||"120 ml"|1|6|35|6|"'NULL'"|1|"(Ibuprofeno//Pseudoefedrina)"||1
7347|0|"IBUPIRAC LC �400 mg c�ps. blandas"||1|6|0|0|"'NULL'"|1|"(Ibuprofeno)"|293|1
7348|7347||"20 c�ps"|1|6|17|1|"'NULL'"|1|"(Ibuprofeno)"||1
7349|0|"IBUPIRAC LC �600 mg c�ps. blandas"||1|6|0|0|"'NULL'"|1|"(Ibuprofeno)"|293|1
7350|7349||"10 c�ps"|1|6|17|1|"'NULL'"|1|"(Ibuprofeno)"||1
7351|0|"IBUPROFENO FORTE �200 mg/5 ml susp. oral"||1|6|0|0|"'NULL'"|1|"(Ibuprofeno)"|293|1
7352|7351||"100 ml"|1|6|35|6|"'NULL'"|1|"(Ibuprofeno)"||1
7353|0|"IBUPROFENO 100 mg/5 mL susp."||1|6|0|0|"'NULL'"|1|"(Ibuprofeno)"|293|6
7354|7353||"100 ml"|1|6|35|6|"'NULL'"|1|"(Ibuprofeno)"||6
7355|0|"IBUPROFENO �400 mg"||1|6|0|0|"'NULL'"|1|"(Ibuprofeno)"|293|2
7356|7355||"20 comp."|1|6|1|1|"'NULL'"|1|"(Ibuprofeno)"||2
7357|0|"IBUPROFENO �600 mg"||1|6|0|0|"'NULL'"|1|"(Ibuprofeno)"|293|2
7358|7357||"20 comp."|1|6|1|1|"'NULL'"|1|"(Ibuprofeno)"||2
7359|0|"ICAPS"||1|6|0|0|"'NULL'"|1|"(Polivitaminico //Zinc//Manganeso)"|0|2
7360|7359||"60 comp."|1|6|1|1|"'NULL'"|1|"(Polivitaminico //Zinc//Manganeso)"||2
7361|0|"IDENA 150 mg comp. recub."||1|6|0|0|"'NULL'"|1|"(Acido Ibandr�nico)"|23|2
7362|7361||"1 comp."|1|6|1|1|"'NULL'"|1|"(Acido Ibandr�nico)"||2
7363|0|"IDON 10 mg"||1|6|0|0|"'NULL'"|1|"(Domperidona)"|159|1
7364|7363||"20 c�ps"|1|6|17|1|"'NULL'"|1|"(Domperidona)"||1
7365|0|"IDON 10 mg/1 mL �gotas orales"||1|6|0|0|"'NULL'"|1|"(Domperidona)"|159|1
7366|7365||"15 ml"|1|6|55|6|"'NULL'"|1|"(Domperidona)"||1
7367|0|"IDON 1 mg/1 mL jarabe"||1|6|0|0|"'NULL'"|1|"(Domperidona)"|159|1
7368|7367||"100 ml"|1|6|35|6|"'NULL'"|1|"(Domperidona)"||1
7369|0|"IDON CD �10 mg"||1|6|0|0|"'NULL'"|1|"(Domperidona)"|159|2
7370|7369||"30 c�ps"|1|6|17|1|"'NULL'"|1|"(Domperidona)"||2
7371|0|"IFOCRIS �1 g"||1|6|0|0|"'NULL'"|1|"(Ifosfamida)"|297|2
7372|7371||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Ifosfamida)"||2
7373|0|"IFOSFAMIDA 1 g"||1|6|0|0|"'NULL'"|1|"(Ifosfamida)"|297|5
7374|7373||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Ifosfamida)"||5
7375|0|"IGANTIBE 600 UI/3 mL sol. inyect."||1|6|0|0|"'NULL'"|1|"(Inmunoglobulina Humana Antihepatitis B)"|304|5
7376|7375||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Inmunoglobulina Humana Antihepatitis B)"||5
7377|0|"IGAMAD sol. inyect."||1|6|0|0|"'NULL'"|1|"(Inmunoglobulina Humana Anti-D (Rh)"|0|5
7378|7377||"1 Jeringa Prellenada"|1|6|165|48|"'NULL'"|1|"(Inmunoglobulina Humana Anti-D (Rh)"||5
7379|0|"IGANTET 250 UI"||1|6|0|0|"'NULL'"|1|"(Inmunoglobulina Humana Antitet�nica)"|0|5
7380|7379||"1 Jeringa Prellenada"|1|6|165|48|"'NULL'"|1|"(Inmunoglobulina Humana Antitet�nica)"||5
7381|0|"IGANTET 500 UI"||1|6|0|0|"'NULL'"|1|"(Inmunoglobulina Humana Antitet�nica)"|0|5
7382|7381||"1 Jeringa Prellenada"|1|6|165|48|"'NULL'"|1|"(Inmunoglobulina Humana Antitet�nica)"||5
7383|0|"IGANTIBE 1000 U.I./5 ML"||1|6|0|0|"'NULL'"|1|"(Inmunoglobulina Humana Antihepatitis B)"|304|5
7384|7383||"1 fco amp"|1|7|105|29|"'NULL'"|1|"(Inmunoglobulina Humana Antihepatitis B)"||5
7385|0|"IGNATIA sol. oral para gotas"||1|7|0|0|"'NULL'"|1|"(Homeopatico)"|0|1
7386|7385||"30 ml"|1|7|55|6|"'NULL'"|1|"(Homeopatico)"||1
7387|0|"ILARIS 150 mg/1mL inyect."||1|6|0|0|"'NULL'"|1|"(Canakinumab)"|0|5
7388|7387||"1 vial"|1|6|105|11|"'NULL'"|1|"(Canakinumab)"||5
7389|0|"ILAST sol. oft�lmica"||1|6|0|0|"'NULL'"|1|"(Ciclosporina)"|148|1
7390|7389||"5 ml"|1|6|142|6|"'NULL'"|1|"(Ciclosporina)"||1
7391|0|"ILIADIN nasal spray adulto"||1|6|0|0|"'NULL'"|1|"(Oximetazolina)"|432|1
7392|7391||"10 ml"|1|6|450|6|"'NULL'"|1|"(Oximetazolina)"||1
7393|0|"ILIMIT 10 mg"||1|6|0|0|"'NULL'"|1|"(Aripiprazol)"|65|2
7394|7393||"30 comp."|1|6|1|1|"'NULL'"|1|"(Aripiprazol)"||2
7395|0|"ILIMIT 15 mg"||1|6|0|0|"'NULL'"|1|"(Aripiprazol)"|65|2
7396|7395||"30 comp."|1|6|1|1|"'NULL'"|1|"(Aripiprazol)"||2
7397|0|"ILINOL"||1|4|0|0|"'NULL'"|1|"(Hidroxicloroquina)"|284|1
7398|7397||"30 comp."|1|4|1|1|"'NULL'"|1|"(Hidroxicloroquina)"||1
7399|0|"ILOSTAL 50 mg"||1|6|0|0|"'NULL'"|1|"(Cilostazol)"|150|2
7400|7399||"30 comp."|1|6|1|1|"'NULL'"|1|"(Cilostazol)"||2
7401|0|"ILOSTAL 100 mg"||1|6|0|0|"'NULL'"|1|"(Cilostazol)"|150|2
7402|7401||"30 comp."|1|6|1|1|"'NULL'"|1|"(Cilostazol)"||2
7403|0|"ILTUX 20 mg comp."||1|6|0|0|"'NULL'"|1|"(Olmesartan Medoxomilo)"|418|2
7404|7403||"28 comp."|1|6|1|1|"'NULL'"|1|"(Olmesartan Medoxomilo)"||2
7405|0|"ILTUX 40 mg comp."||1|6|0|0|"'NULL'"|1|"(Olmesartan Medoxomilo)"|418|2
7406|7405||"28 comp."|1|6|1|1|"'NULL'"|1|"(Olmesartan Medoxomilo)"||2
7407|0|"ILTUX HCT 20/12.5 comp."||1|6|0|0|"'NULL'"|1|"(Olmesartan Medoxomilo//Hidroclorotiazida)"|0|2
7408|7407||"28 comp."|1|6|1|1|"'NULL'"|1|"(Olmesartan Medoxomilo//Hidroclorotiazida)"||2
7409|0|"ILTUX HCT 40/12.5 comp."||1|6|0|0|"'NULL'"|1|"(Olmesartan Medoxomilo//Hidroclorotiazida)"|0|2
7410|7409||"28 comp."|1|6|1|1|"'NULL'"|1|"(Olmesartan Medoxomilo//Hidroclorotiazida)"||2
7411|0|"ILTUX HCT 40/25 comp."||1|6|0|0|"'NULL'"|1|"(Olmesartan Medoxomilo//Hidroclorotiazida)"|0|2
7412|7411||"28 comp."|1|6|1|1|"'NULL'"|1|"(Olmesartan Medoxomilo//Hidroclorotiazida)"||2
7413|0|"ILTUXAM 40/5 comp."||1|6|0|0|"'NULL'"|1|"(Amlodipino//Olmesartan Medoxomilo)"|55|2
7414|7413||"28 comp."|1|6|1|1|"'NULL'"|1|"(Amlodipino//Olmesartan Medoxomilo)"||2
7415|0|"ILTUXAM 40/10 comp."||1|6|0|0|"'NULL'"|1|"(Amlodipino//Olmesartan Medoxomilo)"|55|2
7416|7415||"28 comp."|1|6|1|1|"'NULL'"|1|"(Amlodipino//Olmesartan Medoxomilo)"||2
7417|0|"IMAROZ 20 mg"||1|6|0|0|"'NULL'"|1|"(Omeprazol )"|422|2
7418|7417||"30 c�ps"|1|6|17|1|"'NULL'"|1|"(Omeprazol )"||2
7419|7417||"60 c�ps"|1|6|17|1|"'NULL'"|1|"(Omeprazol )"||2
7420|0|"IMBRUVICA 140 mg c�ps."||1|6|0|0|"'NULL'"|1|"(Ibrutinib)"|292|2
7421|7420||"90 c�ps"|1|6|17|1|"'NULL'"|1|"(Ibrutinib)"||2
7422|7420||"120 c�ps"|1|6|17|1|"'NULL'"|1|"(Ibrutinib)"||2
7423|0|"IMAROZ 40 mg inyect."||1|6|0|0|"'NULL'"|1|"(Omeprazol)"|422|1
7424|7423||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Omeprazol)"||1
7425|0|"IMIPENEM + CILASTATINA �infusi�n"||1|6|0|0|"'NULL'"|1|"(Cilastina//Imipenem)"|149|1
7426|7425||"10 fco amp"|1|6|105|29|"'NULL'"|1|"(Cilastina//Imipenem)"||1
7427|0|"IMIPRAMINA 25 mg"||1|6|0|0|"'NULL'"|1|"(Imipramina)"|0|1
7428|7427||"40 grageas"|1|6|9|1|"'NULL'"|1|"(Imipramina)"||1
7429|0|"IMACINA �inyect."||1|6|0|0|"'NULL'"|1|"(Cilastina//Imipenem)"|149|1
7430|7429||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Cilastina//Imipenem)"||1
7431|0|"IMPLANON NXT 68 mg Implante"||1|6|0|0|"'NULL'"|1|"(Etonogestrel)"|206|2
7432|7431||"1 set"|1|6|214|48|"'NULL'"|1|"(Etonogestrel)"||2
7433|0|"IMPLICANE 50 mg"||1|6|0|0|"'NULL'"|1|"(Sertralina)"|500|1
7434|7433||"30 comp."|1|6|1|1|"'NULL'"|1|"(Sertralina)"||1
7435|0|"IMPLICANE 100 mg"||1|6|0|0|"'NULL'"|1|"(Sertralina)"|500|1
7436|7435||"20 comp."|1|6|1|1|"'NULL'"|1|"(Sertralina)"||1
7437|0|"IMURAN 50 mg comp."||1|6|0|0|"'NULL'"|1|"(Azatioprina)"|76|1
7438|7437||"100 comp."|1|6|1|1|"'NULL'"|1|"(Azatioprina)"||1
7439|0|"IMTIB comp."||1|6|0|0|"'NULL'"|1|"(Imatinib)"|298|2
7440|7439||"30 comp."|1|6|1|1|"'NULL'"|1|"(Imatinib)"||2
7441|0|"INDAPRESS �2.5 mg"||1|6|0|0|"'NULL'"|1|"(Indapamida)"|300|2
7442|7441||"30 comp."|1|6|1|1|"'NULL'"|1|"(Indapamida)"||2
7443|7441||"60 comp."|1|6|1|1|"'NULL'"|1|"(Indapamida)"||2
7444|0|"INDIRAB vacuna antir�bica"||1|6|0|0|"'NULL'"|1|"(Virus de Rabia Inactivado)"|0|5
7445|7444||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Virus De Rabia Inactivado)"||5
7446|0|"INDOMETACINA 25 mg"||1|6|0|0|"'NULL'"|1|"(Indometac�na)"|301|2
7447|7446||"24 comp."|1|6|1|1|"'NULL'"|1|"(Indometac�na)"||2
7448|0|"INDOMETACINA 1mg inyect."||1|6|0|0|"'NULL'"|1|"(Indometac�na)"|301|8
7449|7448||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Indometac�na)"||8
7450|0|"INEM"||1|6|0|0|"'NULL'"|1|"(Cilastina//Imipenem)"|149|2
7451|7450||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Cilastina//Imipenem)"||2
7452|0|"INFACARE 1"||1|7|0|0|"'NULL'"|1|"(F�rmulas L�cteas Infantiles)"|0|6
7453|7452||"800 gr"|1|7|186|48|"'NULL'"|1|"(F�rmulas L�cteas Infantiles)"||6
7454|0|"INFACARE 2 f�rmulas l�cteas infantiles"||1|7|0|0|"'NULL'"|1|"(F�rmulas L�cteas Infantiles)"|0|6
7455|7454||"800 gr"|1|7|186|48|"'NULL'"|1|"(F�rmulas L�cteas Infantiles)"||6
7456|0|"INFEX �500 mg comp."||1|6|0|0|"'NULL'"|1|"(Claritromicina)"|162|2
7457|7456||"14 comp."|1|6|1|1|"'NULL'"|1|"(Claritromicina)"||2
7458|7456||"20 comp."|1|6|1|1|"'NULL'"|1|"(Claritromicina)"||2
7459|0|"INFEX 125 mg/5 ml susp. �"||1|6|0|0|"'NULL'"|1|"(Claritromicina)"|162|2
7460|7459||"80 ml"|1|6|35|6|"'NULL'"|1|"(Claritromicina)"||2
7461|0|"INFEX 250 mg/5 ml susp. �"||1|6|0|0|"'NULL'"|1|"(Claritromicina)"|162|2
7462|7461||"80 ml"|1|6|35|6|"'NULL'"|1|"(Claritromicina)"||2
